,state_prev,action,next_reward,next_state,game_over
580,[19.19721761  8.         26.          5.7       ],"[tensor([-121.4279], grad_fn=<AddBackward0>)]",-20.68,[19.32095912  9.         26.          6.2       ],False
581,[19.32095912  9.         26.          6.2       ],"[tensor([-122.4183], grad_fn=<AddBackward0>)]",-18.689999999999998,[19.45796143 10.         26.          6.5       ],False
582,[19.45796143 10.         26.          6.5       ],"[tensor([-123.7640], grad_fn=<AddBackward0>)]",-16.55,[19.63137544 11.         26.          7.2       ],False
583,[19.63137544 11.         26.          7.2       ],"[tensor([-125.0033], grad_fn=<AddBackward0>)]",-14.2,[19.76644526 12.         26.          8.7       ],False
584,[19.76644526 12.         26.          8.7       ],"[tensor([-125.5138], grad_fn=<AddBackward0>)]",-12.75,[19.84170198 13.         26.          9.2       ],False
585,[19.84170198 13.         26.          9.2       ],"[tensor([-126.4538], grad_fn=<AddBackward0>)]",-12.129999999999999,[19.87748213 14.         26.          9.7       ],False
586,[19.87748213 14.         26.          9.7       ],"[tensor([-127.2174], grad_fn=<AddBackward0>)]",-11.93,[19.864322 15.       26.        9.7     ],False
587,[19.864322 15.       26.        9.7     ],"[tensor([-128.0336], grad_fn=<AddBackward0>)]",-2.55,[19.81493026 16.         26.          9.5       ],False
588,[19.81493026 16.         26.          9.5       ],"[tensor([-128.4216], grad_fn=<AddBackward0>)]",-3.83,[19.67507344 17.         26.         10.        ],False
589,[19.67507344 17.         26.         10.        ],"[tensor([-127.7725], grad_fn=<AddBackward0>)]",-5.91,[19.53818104 18.         26.         10.        ],False
590,[19.53818104 18.         26.         10.        ],"[tensor([-127.1886], grad_fn=<AddBackward0>)]",-7.74,[19.46784509 19.         26.         10.1       ],False
591,[19.46784509 19.         26.         10.1       ],"[tensor([-126.6729], grad_fn=<AddBackward0>)]",-9.87,[19.27362272 20.         26.          9.6       ],False
592,[19.27362272 20.         26.          9.6       ],"[tensor([-126.0389], grad_fn=<AddBackward0>)]",-11.66,[19.20726567 21.         26.          8.        ],False
593,[19.20726567 21.         26.          8.        ],"[tensor([-126.6382], grad_fn=<AddBackward0>)]",-12.62,[19.14875871 22.         26.          7.2       ],False
594,[19.14875871 22.         26.          7.2       ],"[tensor([-126.8886], grad_fn=<AddBackward0>)]",-13.25,[19.12035793 23.         26.          7.        ],False
595,[19.12035793 23.         26.          7.        ],"[tensor([-126.9183], grad_fn=<AddBackward0>)]",-13.67,[19.09887735  1.         27.          6.6       ],False
596,[19.09887735  1.         27.          6.6       ],"[tensor([-126.2433], grad_fn=<AddBackward0>)]",-13.79,[19.10518318  1.         27.          6.6       ],False
597,[19.10518318  1.         27.          6.6       ],"[tensor([-126.0167], grad_fn=<AddBackward0>)]",-13.75,[19.1067148  2.        27.         7.2      ],False
598,[19.1067148  2.        27.         7.2      ],"[tensor([-125.2961], grad_fn=<AddBackward0>)]",-13.75,[19.10303318  3.         27.          7.7       ],False
599,[19.10303318  3.         27.          7.7       ],"[tensor([-124.6717], grad_fn=<AddBackward0>)]",-13.66,[19.11515075  4.         27.          7.7       ],False
600,[19.11515075  4.         27.          7.7       ],"[tensor([-124.5776], grad_fn=<AddBackward0>)]",-13.42,[19.13315087  5.         27.          8.1       ],False
601,[19.13315087  5.         27.          8.1       ],"[tensor([-124.2422], grad_fn=<AddBackward0>)]",-13.28,[19.1349475  6.        27.         8.5      ],False
602,[19.1349475  6.        27.         8.5      ],"[tensor([-123.8649], grad_fn=<AddBackward0>)]",-13.18,[19.14185209  7.         27.          8.5       ],False
603,[19.14185209  7.         27.          8.5       ],"[tensor([-123.8445], grad_fn=<AddBackward0>)]",-12.71,[19.21082589  8.         27.          8.5       ],False
604,[19.21082589  8.         27.          8.5       ],"[tensor([-124.0833], grad_fn=<AddBackward0>)]",-21.91,[19.25123512  9.         27.          8.2       ],False
605,[19.25123512  9.         27.          8.2       ],"[tensor([-124.8586], grad_fn=<AddBackward0>)]",-21.36,[19.27622681 10.         27.          8.5       ],False
606,[19.27622681 10.         27.          8.5       ],"[tensor([-125.3687], grad_fn=<AddBackward0>)]",-20.98,[19.29832739 11.         27.          9.5       ],False
607,[19.29832739 11.         27.          9.5       ],"[tensor([-125.5951], grad_fn=<AddBackward0>)]",-20.509999999999998,[19.33446469 12.         27.          8.7       ],False
608,[19.33446469 12.         27.          8.7       ],"[tensor([-127.5084], grad_fn=<AddBackward0>)]",-19.689999999999998,[19.40139948 13.         27.          8.7       ],False
609,[19.40139948 13.         27.          8.7       ],"[tensor([-129.1591], grad_fn=<AddBackward0>)]",-18.85,[19.4461533 14.        27.         8.6      ],False
610,[19.4461533 14.        27.         8.6      ],"[tensor([-130.9303], grad_fn=<AddBackward0>)]",-18.259999999999998,[19.47331583 15.         27.          9.        ],False
611,[19.47331583 15.         27.          9.        ],"[tensor([-132.4272], grad_fn=<AddBackward0>)]",-8.05,[19.47627274 16.         27.          8.7       ],False
612,[19.47627274 16.         27.          8.7       ],"[tensor([-134.0952], grad_fn=<AddBackward0>)]",-8.12,[19.4642443 17.        27.         8.5      ],False
613,[19.4642443 17.        27.         8.5      ],"[tensor([-135.3920], grad_fn=<AddBackward0>)]",-8.12,[19.47373586 18.         27.          8.        ],False
614,[19.47373586 18.         27.          8.        ],"[tensor([-136.7056], grad_fn=<AddBackward0>)]",-8.06,[19.47743732 19.         27.          8.        ],False
615,[19.47743732 19.         27.          8.        ],"[tensor([-137.3717], grad_fn=<AddBackward0>)]",-8.0,[19.47956533 20.         27.          7.7       ],False
616,[19.47956533 20.         27.          7.7       ],"[tensor([-137.9795], grad_fn=<AddBackward0>)]",-8.12,[19.46471762 21.         27.          7.6       ],False
617,[19.46471762 21.         27.          7.6       ],"[tensor([-138.1508], grad_fn=<AddBackward0>)]",-9.07,[19.34729647 22.         27.          7.6       ],False
618,[19.34729647 22.         27.          7.6       ],"[tensor([-137.6908], grad_fn=<AddBackward0>)]",-10.4,[19.27801692 23.         27.          7.7       ],False
619,[19.27801692 23.         27.          7.7       ],"[tensor([-137.2321], grad_fn=<AddBackward0>)]",-11.18,[19.25670411  1.         28.          8.        ],False
620,[19.25670411  1.         28.          8.        ],"[tensor([-137.1772], grad_fn=<AddBackward0>)]",-11.46,[19.24625412  1.         28.          8.        ],False
621,[19.24625412  1.         28.          8.        ],"[tensor([-136.6885], grad_fn=<AddBackward0>)]",-11.73,[19.22344332  2.         28.          7.7       ],False
622,[19.22344332  2.         28.          7.7       ],"[tensor([-136.2073], grad_fn=<AddBackward0>)]",-11.82,[19.23007066  3.         28.          8.        ],False
623,[19.23007066  3.         28.          8.        ],"[tensor([-135.2926], grad_fn=<AddBackward0>)]",-11.66,[19.24643431  4.         28.          8.        ],False
624,[19.24643431  4.         28.          8.        ],"[tensor([-134.6236], grad_fn=<AddBackward0>)]",-11.53,[19.24781581  5.         28.          8.2       ],False
625,[19.24781581  5.         28.          8.2       ],"[tensor([-133.7083], grad_fn=<AddBackward0>)]",-11.39,[19.25980576  6.         28.          8.1       ],False
626,[19.25980576  6.         28.          8.1       ],"[tensor([-133.0344], grad_fn=<AddBackward0>)]",-11.13,[19.28014247  7.         28.          8.5       ],False
627,[19.28014247  7.         28.          8.5       ],"[tensor([-131.9168], grad_fn=<AddBackward0>)]",-10.56,[19.35009389  8.         28.          8.2       ],False
628,[19.35009389  8.         28.          8.2       ],"[tensor([-131.4764], grad_fn=<AddBackward0>)]",-19.86,[19.37912792  9.         28.          8.6       ],False
629,[19.37912792  9.         28.          8.6       ],"[tensor([-130.6729], grad_fn=<AddBackward0>)]",-19.59,[19.37979326 10.         28.          7.6       ],False
630,[19.37979326 10.         28.          7.6       ],"[tensor([-131.1580], grad_fn=<AddBackward0>)]",-19.369999999999997,[19.40370955 11.         28.          6.2       ],False
631,[19.40370955 11.         28.          6.2       ],"[tensor([-132.3600], grad_fn=<AddBackward0>)]",-18.759999999999998,[19.45977562 12.         28.          6.2       ],False
632,[19.45977562 12.         28.          6.2       ],"[tensor([-132.7834], grad_fn=<AddBackward0>)]",-18.439999999999998,[19.45371877 13.         28.          7.        ],False
633,[19.45371877 13.         28.          7.        ],"[tensor([-132.4755], grad_fn=<AddBackward0>)]",-18.369999999999997,[19.46032187 14.         28.          6.1       ],False
634,[19.46032187 14.         28.          6.1       ],"[tensor([-133.7833], grad_fn=<AddBackward0>)]",-18.22,[19.47603586 15.         28.          5.5       ],False
635,[19.47603586 15.         28.          5.5       ],"[tensor([-135.0643], grad_fn=<AddBackward0>)]",-8.1,[19.47722414 16.         28.          5.2       ],False
636,[19.47722414 16.         28.          5.2       ],"[tensor([-135.8251], grad_fn=<AddBackward0>)]",-8.33,[19.44775967 17.         28.          3.        ],False
637,[19.44775967 17.         28.          3.        ],"[tensor([-137.8253], grad_fn=<AddBackward0>)]",-8.74,[19.42214425 18.         28.          2.5       ],False
638,[19.42214425 18.         28.          2.5       ],"[tensor([-138.2810], grad_fn=<AddBackward0>)]",-9.16,[19.39593395 19.         28.          1.7       ],False
639,[19.39593395 19.         28.          1.7       ],"[tensor([-138.8353], grad_fn=<AddBackward0>)]",-9.43,[19.3857263 20.        28.         2.2      ],False
640,[19.3857263 20.        28.         2.2      ],"[tensor([-138.2781], grad_fn=<AddBackward0>)]",-9.63,[19.37216776 21.         28.          2.        ],False
641,[19.37216776 21.         28.          2.        ],"[tensor([-138.1143], grad_fn=<AddBackward0>)]",-10.16,[19.30097152 22.         28.          2.1       ],False
642,[19.30097152 22.         28.          2.1       ],"[tensor([-137.4341], grad_fn=<AddBackward0>)]",-10.83,[19.27466631 23.         28.          2.7       ],False
643,[19.27466631 23.         28.          2.7       ],"[tensor([-136.4942], grad_fn=<AddBackward0>)]",-11.06,[19.27478452  1.         29.          1.7       ],False
644,[19.27478452  1.         29.          1.7       ],"[tensor([-141.4304], grad_fn=<AddBackward0>)]",-11.01,[19.28122895  1.         29.          1.7       ],False
645,[19.28122895  1.         29.          1.7       ],"[tensor([-140.8621], grad_fn=<AddBackward0>)]",-10.96,[19.27942575  2.         29.          1.7       ],False
646,[19.27942575  2.         29.          1.7       ],"[tensor([-139.9826], grad_fn=<AddBackward0>)]",-11.07,[19.26686095  3.         29.          2.2       ],False
647,[19.26686095  3.         29.          2.2       ],"[tensor([-138.6423], grad_fn=<AddBackward0>)]",-11.1,[19.27181748  4.         29.          1.7       ],False
648,[19.27181748  4.         29.          1.7       ],"[tensor([-138.0453], grad_fn=<AddBackward0>)]",-11.05,[19.27389361  5.         29.          1.2       ],False
649,[19.27389361  5.         29.          1.2       ],"[tensor([-137.4311], grad_fn=<AddBackward0>)]",-10.98,[19.27908471  6.         29.          1.5       ],False
650,[19.27908471  6.         29.          1.5       ],"[tensor([-136.2047], grad_fn=<AddBackward0>)]",-10.6,[19.33816982  7.         29.          1.2       ],False
651,[19.33816982  7.         29.          1.2       ],"[tensor([-135.6005], grad_fn=<AddBackward0>)]",-9.28,[19.47435183  8.         29.          1.2       ],False
652,[19.47435183  8.         29.          1.2       ],"[tensor([-135.0106], grad_fn=<AddBackward0>)]",-16.44,[19.66184049  9.         29.          1.7       ],False
653,[19.66184049  9.         29.          1.7       ],"[tensor([-134.4946], grad_fn=<AddBackward0>)]",-14.46,[19.74931742 10.         29.          2.1       ],False
654,[19.74931742 10.         29.          2.1       ],"[tensor([-133.7650], grad_fn=<AddBackward0>)]",-13.86,[19.72382667 11.         29.          3.        ],False
655,[19.72382667 11.         29.          3.        ],"[tensor([-132.2448], grad_fn=<AddBackward0>)]",-14.02,[19.70666127 12.         29.          3.7       ],False
656,[19.70666127 12.         29.          3.7       ],"[tensor([-130.9737], grad_fn=<AddBackward0>)]",-13.24,[19.82404942 13.         29.          4.        ],False
657,[19.82404942 13.         29.          4.        ],"[tensor([-130.5675], grad_fn=<AddBackward0>)]",-1.21,[20.06187479 14.         29.          3.7       ],False
658,[20.06187479 14.         29.          3.7       ],"[tensor([-130.6845], grad_fn=<AddBackward0>)]",0.0,[20.08808329 15.         29.          3.6       ],False
659,[20.08808329 15.         29.          3.6       ],"[tensor([-129.4605], grad_fn=<AddBackward0>)]",-0.18,[19.91988586 16.         29.          3.6       ],False
660,[19.91988586 16.         29.          3.6       ],"[tensor([-127.1238], grad_fn=<AddBackward0>)]",-2.53,[19.7441913 17.        29.         3.2      ],False
661,[19.7441913 17.        29.         3.2      ],"[tensor([-124.9776], grad_fn=<AddBackward0>)]",-5.28,[19.5615662 18.        29.         3.1      ],False
662,[19.5615662 18.        29.         3.1      ],"[tensor([-122.5651], grad_fn=<AddBackward0>)]",-7.65,[19.45482845 19.         29.          3.        ],False
663,[19.45482845 19.         29.          3.        ],"[tensor([-120.5211], grad_fn=<AddBackward0>)]",-10.32,[19.23471863 20.         29.          3.        ],False
664,[19.23471863 20.         29.          3.        ],"[tensor([-118.1770], grad_fn=<AddBackward0>)]",-12.42,[19.15750495 21.         29.          3.        ],False
665,[19.15750495 21.         29.          3.        ],"[tensor([-116.5846], grad_fn=<AddBackward0>)]",-13.71,[19.07467078 22.         29.          3.        ],False
666,[19.07467078 22.         29.          3.        ],"[tensor([-115.2233], grad_fn=<AddBackward0>)]",-14.6,[19.03508271 23.         29.          4.        ],False
667,[19.03508271 23.         29.          4.        ],"[tensor([-113.5583], grad_fn=<AddBackward0>)]",-14.92,[19.0394705  1.        30.         5.1      ],False
668,[19.0394705  1.        30.         5.1      ],"[tensor([-112.7852], grad_fn=<AddBackward0>)]",-15.16,[19.01335782  1.         30.          5.1       ],False
669,[19.01335782  1.         30.          5.1       ],"[tensor([-111.8723], grad_fn=<AddBackward0>)]",-15.53,[18.98691837  2.         30.          5.1       ],False
